Feature,Coefficient_Mean,Coefficient_Std
StudyHours_z,-0.006127568888269238,0.0010282787103252956
Attendance_z,-0.0027902533504471916,0.0015480495684975252
ExamScore_z,-1.0757498885840258,0.0012997460810299114
AssignmentCompletion_z,-0.004951725998349865,0.0010547268033776504
Discussions_z,0.010897093732621797,0.0006134921164756762
Motivation_z,0.0017905973122753372,0.0008091580046212763
StressLevel_z,0.008107176786831637,0.0005975846125455348
